CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,,,,,,,,,,
Time: 10:55:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,
Station,"Burari Crossing, New Delhi - IMD",,,,,,,,,,,,,,,,,,,,,,,,
Parameter,"WS,WD,Gust,Variance,AT,RH,SR,BP,PP Accum,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Eth-Benzene,Xylene",,,,,,,,,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,,,,,,,,
To,01-01-2018 T13:24:59Z 00:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Burari Crossing, New Delhi - IMD",,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,Burari Crossing , , , , ,,,,,,,,,,,,,,,,,,
From Date,To Date,Code,WS,WD,Gust,Variance,AT,RH,SR,BP,PP Accum,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Eth-Benzene,Xylene
18-08-2016 00:00,19-08-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
19-08-2016 00:00,20-08-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
20-08-2016 00:00,21-08-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
21-08-2016 00:00,22-08-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
22-08-2016 00:00,23-08-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
23-08-2016 00:00,24-08-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
24-08-2016 00:00,25-08-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
25-08-2016 00:00,26-08-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
26-08-2016 00:00,27-08-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
27-08-2016 00:00,28-08-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
28-08-2016 00:00,29-08-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
29-08-2016 00:00,30-08-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
30-08-2016 00:00,31-08-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
31-08-2016 00:00,01-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
01-09-2016 00:00,02-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
02-09-2016 00:00,03-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
03-09-2016 00:00,04-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
04-09-2016 00:00,05-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
05-09-2016 00:00,06-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
06-09-2016 00:00,07-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
07-09-2016 00:00,08-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
08-09-2016 00:00,09-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
09-09-2016 00:00,10-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
10-09-2016 00:00,11-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
11-09-2016 00:00,12-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
12-09-2016 00:00,13-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
13-09-2016 00:00,14-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
14-09-2016 00:00,15-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
15-09-2016 00:00,16-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
16-09-2016 00:00,17-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
17-09-2016 00:00,18-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
18-09-2016 00:00,19-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
19-09-2016 00:00,20-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
20-09-2016 00:00,21-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
21-09-2016 00:00,22-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
22-09-2016 00:00,23-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
23-09-2016 00:00,24-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
24-09-2016 00:00,25-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
25-09-2016 00:00,26-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
26-09-2016 00:00,27-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
27-09-2016 00:00,28-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
28-09-2016 00:00,29-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
29-09-2016 00:00,30-09-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
30-09-2016 00:00,01-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
01-10-2016 00:00,02-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
02-10-2016 00:00,03-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
03-10-2016 00:00,04-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
04-10-2016 00:00,05-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
05-10-2016 00:00,06-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
06-10-2016 00:00,07-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
07-10-2016 00:00,08-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
08-10-2016 00:00,09-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
09-10-2016 00:00,10-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
10-10-2016 00:00,11-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
11-10-2016 00:00,12-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
12-10-2016 00:00,13-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
13-10-2016 00:00,14-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
14-10-2016 00:00,15-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
15-10-2016 00:00,16-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
16-10-2016 00:00,17-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
17-10-2016 00:00,18-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
18-10-2016 00:00,19-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
19-10-2016 00:00,20-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
20-10-2016 00:00,21-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
21-10-2016 00:00,22-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
22-10-2016 00:00,23-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
23-10-2016 00:00,24-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
24-10-2016 00:00,25-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
25-10-2016 00:00,26-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
26-10-2016 00:00,27-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
27-10-2016 00:00,28-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
28-10-2016 00:00,29-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
29-10-2016 00:00,30-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
30-10-2016 00:00,31-10-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
31-10-2016 00:00,01-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
01-11-2016 00:00,02-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
02-11-2016 00:00,03-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
03-11-2016 00:00,04-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
04-11-2016 00:00,05-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
05-11-2016 00:00,06-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
06-11-2016 00:00,07-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
07-11-2016 00:00,08-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
08-11-2016 00:00,09-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
09-11-2016 00:00,10-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
10-11-2016 00:00,11-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
11-11-2016 00:00,12-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
12-11-2016 00:00,13-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
13-11-2016 00:00,14-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
14-11-2016 00:00,15-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
15-11-2016 00:00,16-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
16-11-2016 00:00,17-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
17-11-2016 00:00,18-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
18-11-2016 00:00,19-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
19-11-2016 00:00,20-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
20-11-2016 00:00,21-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
21-11-2016 00:00,22-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
22-11-2016 00:00,23-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
23-11-2016 00:00,24-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
24-11-2016 00:00,25-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
25-11-2016 00:00,26-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
26-11-2016 00:00,27-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
27-11-2016 00:00,28-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
28-11-2016 00:00,29-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
29-11-2016 00:00,30-11-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
30-11-2016 00:00,01-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
01-12-2016 00:00,02-12-2016 00:00,BC,,2.0,0.13,1.01,10.82,74.67,61.17,991.67,,13.88,,,,,,,,,,,,,
02-12-2016 00:00,03-12-2016 00:00,BC,,,0.0,1.12,9.12,81.08,11.08,990.17,,13.9,,,,,,,,,,,,,
03-12-2016 00:00,04-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
04-12-2016 00:00,05-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
05-12-2016 00:00,06-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
06-12-2016 00:00,07-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
07-12-2016 00:00,08-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
08-12-2016 00:00,09-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
09-12-2016 00:00,10-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
10-12-2016 00:00,11-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
11-12-2016 00:00,12-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
12-12-2016 00:00,13-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
13-12-2016 00:00,14-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
14-12-2016 00:00,15-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
15-12-2016 00:00,16-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
16-12-2016 00:00,17-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
17-12-2016 00:00,18-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
18-12-2016 00:00,19-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
19-12-2016 00:00,20-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
20-12-2016 00:00,21-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
21-12-2016 00:00,22-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
22-12-2016 00:00,23-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
23-12-2016 00:00,24-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
24-12-2016 00:00,25-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
25-12-2016 00:00,26-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
26-12-2016 00:00,27-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
27-12-2016 00:00,28-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
28-12-2016 00:00,29-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
29-12-2016 00:00,30-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
30-12-2016 00:00,31-12-2016 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
31-12-2016 00:00,01-01-2017 00:00,BC,,,,,,,,,,,296.98,202.68,12.05,14.96,26.85,0.98,410.63,34.01,,,,,
01-01-2017 00:00,02-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
02-01-2017 00:00,03-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
03-01-2017 00:00,04-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
04-01-2017 00:00,05-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
05-01-2017 00:00,06-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
06-01-2017 00:00,07-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
07-01-2017 00:00,08-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
08-01-2017 00:00,09-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
09-01-2017 00:00,10-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
10-01-2017 00:00,11-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
11-01-2017 00:00,12-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
12-01-2017 00:00,13-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
13-01-2017 00:00,14-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
14-01-2017 00:00,15-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
15-01-2017 00:00,16-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
16-01-2017 00:00,17-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
17-01-2017 00:00,18-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
18-01-2017 00:00,19-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
19-01-2017 00:00,20-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
20-01-2017 00:00,21-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
21-01-2017 00:00,22-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
22-01-2017 00:00,23-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
23-01-2017 00:00,24-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
24-01-2017 00:00,25-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
25-01-2017 00:00,26-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
26-01-2017 00:00,27-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
27-01-2017 00:00,28-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
28-01-2017 00:00,29-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
29-01-2017 00:00,30-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
30-01-2017 00:00,31-01-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
31-01-2017 00:00,01-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
01-02-2017 00:00,02-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
02-02-2017 00:00,03-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
03-02-2017 00:00,04-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
04-02-2017 00:00,05-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
05-02-2017 00:00,06-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
06-02-2017 00:00,07-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
07-02-2017 00:00,08-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
08-02-2017 00:00,09-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
09-02-2017 00:00,10-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
10-02-2017 00:00,11-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
11-02-2017 00:00,12-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
12-02-2017 00:00,13-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
13-02-2017 00:00,14-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
14-02-2017 00:00,15-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
15-02-2017 00:00,16-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
16-02-2017 00:00,17-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
17-02-2017 00:00,18-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
18-02-2017 00:00,19-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
19-02-2017 00:00,20-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
20-02-2017 00:00,21-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
21-02-2017 00:00,22-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
22-02-2017 00:00,23-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
23-02-2017 00:00,24-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
24-02-2017 00:00,25-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
25-02-2017 00:00,26-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
26-02-2017 00:00,27-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
27-02-2017 00:00,28-02-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
28-02-2017 00:00,01-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
01-03-2017 00:00,02-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
02-03-2017 00:00,03-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
03-03-2017 00:00,04-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
04-03-2017 00:00,05-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
05-03-2017 00:00,06-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
06-03-2017 00:00,07-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
07-03-2017 00:00,08-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
08-03-2017 00:00,09-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
09-03-2017 00:00,10-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
10-03-2017 00:00,11-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
11-03-2017 00:00,12-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
12-03-2017 00:00,13-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
13-03-2017 00:00,14-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
14-03-2017 00:00,15-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
15-03-2017 00:00,16-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
16-03-2017 00:00,17-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
17-03-2017 00:00,18-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
18-03-2017 00:00,19-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
19-03-2017 00:00,20-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
20-03-2017 00:00,21-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
21-03-2017 00:00,22-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
22-03-2017 00:00,23-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
23-03-2017 00:00,24-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
24-03-2017 00:00,25-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
25-03-2017 00:00,26-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
26-03-2017 00:00,27-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
27-03-2017 00:00,28-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
28-03-2017 00:00,29-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
29-03-2017 00:00,30-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
30-03-2017 00:00,31-03-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
31-03-2017 00:00,01-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
01-04-2017 00:00,02-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
02-04-2017 00:00,03-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
03-04-2017 00:00,04-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
04-04-2017 00:00,05-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
05-04-2017 00:00,06-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
06-04-2017 00:00,07-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
07-04-2017 00:00,08-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
08-04-2017 00:00,09-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
09-04-2017 00:00,10-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
10-04-2017 00:00,11-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
11-04-2017 00:00,12-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
12-04-2017 00:00,13-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
13-04-2017 00:00,14-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
14-04-2017 00:00,15-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
15-04-2017 00:00,16-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
16-04-2017 00:00,17-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
17-04-2017 00:00,18-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
18-04-2017 00:00,19-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
19-04-2017 00:00,20-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
20-04-2017 00:00,21-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
21-04-2017 00:00,22-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
22-04-2017 00:00,23-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
23-04-2017 00:00,24-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
24-04-2017 00:00,25-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
25-04-2017 00:00,26-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
26-04-2017 00:00,27-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
27-04-2017 00:00,28-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
28-04-2017 00:00,29-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
29-04-2017 00:00,30-04-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
30-04-2017 00:00,01-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
01-05-2017 00:00,02-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
02-05-2017 00:00,03-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
03-05-2017 00:00,04-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
04-05-2017 00:00,05-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
05-05-2017 00:00,06-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
06-05-2017 00:00,07-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
07-05-2017 00:00,08-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
08-05-2017 00:00,09-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
09-05-2017 00:00,10-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
10-05-2017 00:00,11-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
11-05-2017 00:00,12-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
12-05-2017 00:00,13-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
13-05-2017 00:00,14-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
14-05-2017 00:00,15-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
15-05-2017 00:00,16-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
16-05-2017 00:00,17-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
17-05-2017 00:00,18-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
18-05-2017 00:00,19-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
19-05-2017 00:00,20-05-2017 00:00,BC,,,,,,,,,,,,,,,,,,,,,,,
